Symbol,A,AAL,AAP,AAPL,ABBV,ABC,ABMD,ABT,ACN,ADBE,ADI,ADM,ADP,ADS,ADSK,AEE,AEP,AES,AFL,AIG,AIV,AIZ,AJG,AKAM,ALB,ALGN,ALK,ALL,ALLE,ALXN,AMAT,AMCR,AMD,AME,AMGN,AMP,AMT,AMZN,ANET,ANSS,ANTM,AON,AOS,APA,APD,APH,APTV,ARE,ATO,ATVI,AVB,AVGO,AVY,AWK,AXP,AZO,BA,BAC,BAX,BBY,BDX,BEN,BIIB,BK,BKNG,BKR,BLK,BLL,BMY,BR,BSX,BWA,BXP,C,CAG,CAH,CAT,CB,CBOE,CBRE,CCI,CCL,CDNS,CDW,CE,CERN,CF,CFG,CHD,CHRW,CHTR,CI,CINF,CL,CLX,CMA,CMCSA,CME,CMG,CMI,CMS,CNC,CNP,COF,COG,COO,COP,COST,COTY,CPB,CPRT,CRM,CSCO,CSX,CTAS,CTL,CTSH,CTXS,CVS,CVX,CXO,D,DAL,DD,DE,DFS,DG,DGX,DHI,DHR,DIS,DISCA,DISCK,DISH,DLR,DLTR,DOV,DPZ,DRE,DRI,DTE,DUK,DVA,DVN,DXC,DXCM,EA,EBAY,ECL,ED,EFX,EIX,EL,EMN,EMR,EOG,EQIX,EQR,ES,ESS,ETFC,ETN,ETR,EVRG,EW,EXC,EXPD,EXPE,EXR,F,FANG,FAST,FB,FBHS,FCX,FDX,FE,FFIV,FIS,FISV,FITB,FLIR,FLS,FLT,FMC,FRC,FRT,FTI,FTNT,FTV,GD,GE,GILD,GIS,GL,GLW,GM,GOOG,GOOGL,GPC,GPN,GPS,GRMN,GS,GWW,HAL,HAS,HBAN,HBI,HCA,HD,HES,HFC,HIG,HII,HLT,HOG,HOLX,HON,HP,HPE,HPQ,HRB,HRL,HSIC,HST,HSY,HUM,IBM,ICE,IDXX,IEX,IFF,ILMN,INCY,INFO,INTC,INTU,IP,IPG,IPGP,IQV,IR,IRM,ISRG,IT,ITW,IVZ,J,JBHT,JCI,JKHY,JNJ,JNPR,JPM,JWN,K,KEY,KEYS,KHC,KIM,KLAC,KMB,KMI,KMX,KO,KR,KSS,KSU,L,LB,LDOS,LEG,LEN,LH,LHX,LIN,LKQ,LLY,LMT,LNC,LNT,LOW,LRCX,LUV,LVS,LW,LYB,LYV,MA,MAA,MAR,MAS,MCD,MCHP,MCK,MCO,MDLZ,MDT,MET,MGM,MHK,MKC,MKTX,MLM,MMC,MMM,MNST,MO,MOS,MPC,MRK,MRO,MS,MSCI,MSFT,MSI,MTB,MTD,MU,MXIM,MYL,NBL,NCLH,NDAQ,NEE,NEM,NFLX,NI,NKE,NLSN,NOC,NOV,NOW,NRG,NSC,NTAP,NTRS,NUE,NVDA,NVR,NWL,NWS,NWSA,O,ODFL,OKE,OMC,ORCL,ORLY,OXY,PAYC,PAYX,PBCT,PCAR,PEAK,PEG,PEP,PFE,PFG,PG,PGR,PH,PHM,PKG,PKI,PLD,PM,PNC,PNR,PNW,PPG,PPL,PRGO,PRU,PSA,PSX,PVH,PWR,PXD,PYPL,QCOM,QRVO,RCL,RE,REG,REGN,RF,RHI,RJF,RL,RMD,ROK,ROL,ROP,ROST,RSG,RTX,SBAC,SBUX,SCHW,SEE,SHW,SIVB,SJM,SLB,SLG,SNA,SNPS,SO,SPG,SPGI,SRE,STE,STT,STX,STZ,SWK,SWKS,SYF,SYK,SYY,T,TAP,TDG,TEL,TFC,TFX,TGT,TIF,TJX,TMO,TMUS,TPR,TROW,TRV,TSCO,TSN,TTWO,TWTR,TXN,TXT,UA,UAA,UAL,UDR,UHS,ULTA,UNH,UNM,UNP,UPS,URI,USB,V,VAR,VFC,VLO,VMC,VNO,VRSK,VRSN,VRTX,VTR,VZ,WAB,WAT,WBA,WDC,WEC,WELL,WFC,WHR,WLTW,WM,WMB,WMT,WRB,WRK,WU,WY,WYNN,XEL,XLNX,XOM,XRAY,XRX,XYL,YUM,ZBH,ZBRA,ZION,ZTS
HBI,16,76,58,40,40,12,12,22,40,24,26,46,46,84,52,-14,-10,30,22,30,8,26,36,12,66,4,68,62,60,38,52,-34,24,68,18,74,-54,38,62,48,42,10,68,38,30,78,76,22,-14,-2,14,38,32,-54,62,38,70,62,6,58,22,90,50,28,42,28,78,-38,32,16,-10,86,68,70,32,52,84,12,-30,52,-34,68,30,44,86,26,28,84,-18,80,14,26,46,12,8,80,64,-18,-14,70,-40,16,30,68,18,-8,30,40,64,6,20,-12,64,70,42,20,24,28,38,28,50,-14,70,62,62,70,44,20,2,18,46,70,54,34,12,58,64,66,18,46,-6,2,48,42,50,-42,0,58,30,-20,44,12,44,96,76,36,-8,10,-38,-6,52,78,-22,-28,-12,-8,104,38,-34,56,20,70,8,92,82,86,4,80,-8,-4,70,66,74,64,54,66,66,34,22,78,50,38,60,-14,64,94,76,50,50,98,10,74,42,78,98,50,64,66,0,60,88,12,36,38,64,40,90,-2,60,32,98,54,34,-8,62,56,-2,20,64,-24,-12,34,50,56,8,2,74,22,56,74,90,16,48,28,36,36,88,68,52,82,50,8,24,84,68,66,20,68,46,50,18,32,10,-12,28,-6,10,56,60,60,60,30,108,30,54,-20,6,68,0,42,90,-38,78,32,62,72,-18,84,44,10,24,86,80,22,44,20,38,22,0,78,58,86,-18,-8,32,26,76,28,2,46,44,4,26,72,28,34,28,86,28,32,44,14,34,60,8,-38,-30,22,-22,68,42,32,32,10,14,72,54,60,80,56,0,60,50,62,-20,88,38,86,46,20,34,2,12,82,94,-22,-2,4,30,84,10,48,88,18,54,44,24,8,44,70,-14,60,12,48,74,-62,28,76,58,44,46,40,34,44,14,48,24,78,80,54,90,-20,80,34,30,70,-2,78,-40,10,52,32,40,76,14,56,52,78,-12,-26,52,34,-18,30,70,58,20,98,54,48,6,10,40,54,32,86,82,-34,36,56,86,-4,38,78,70,22,64,-2,-26,4,48,72,66,72,88,8,40,50,34,84,70,78,100,52,24,46,98,48,26,56,8,30,4,-14,6,82,28,38,74,-34,-36,56,92,20,6,22,44,16,60,16,52,94,-30,42,46,20,94,68,8,28,54,86,-10
HCA,68,76,56,68,72,72,56,66,68,58,66,50,40,80,76,-12,6,26,48,28,14,34,52,36,88,56,46,46,68,52,78,-8,74,78,66,78,-22,58,44,48,98,40,60,22,54,76,52,20,10,54,8,60,52,-6,70,56,40,96,62,74,62,84,68,82,78,56,80,18,26,46,34,66,66,92,28,64,88,36,0,80,10,86,40,94,66,42,32,82,8,60,44,90,16,20,28,54,58,8,-6,94,-18,86,24,78,38,54,46,30,18,-2,52,46,66,60,52,12,78,72,92,62,54,20,62,40,60,86,18,56,-14,50,32,56,52,56,16,42,90,64,24,44,-6,4,118,58,42,-16,30,64,36,-4,42,30,48,66,90,44,4,-4,-10,2,78,84,-4,-16,22,10,54,40,-12,56,16,64,44,86,62,70,20,74,46,42,68,52,88,36,56,78,44,72,44,64,56,72,82,18,76,76,70,64,64,82,52,28,44,98,72,82,52,64,60,0,66,20,68,50,74,76,62,36,90,40,74,80,24,8,82,66,-20,94,90,14,68,62,62,46,46,80,82,58,64,72,76,52,94,30,52,64,96,34,76,62,50,38,44,64,92,48,8,78,44,26,18,60,24,46,56,-10,0,44,52,84,50,62,60,-4,90,2,58,68,60,24,82,-24,74,72,42,62,16,66,48,50,8,86,60,16,60,60,74,20,58,68,76,76,8,26,38,78,86,38,44,52,78,64,48,102,72,70,22,66,84,80,64,82,42,86,26,-14,8,78,-22,50,42,28,62,44,2,60,62,104,70,86,-4,34,46,52,-12,56,56,78,66,20,36,28,46,68,86,-8,10,4,80,78,16,46,80,6,74,90,26,46,78,88,-12,66,-2,56,70,-34,58,60,76,52,32,64,60,82,28,36,30,64,74,62,68,16,62,32,58,40,40,96,2,36,68,38,62,82,30,72,82,64,38,-14,50,88,28,60,70,88,50,86,80,84,58,22,60,74,64,76,64,46,56,60,48,76,44,70,74,28,58,2,24,70,84,56,76,80,70,2,94,14,100,64,70,60,94,98,52,54,68,50,14,54,36,80,50,-12,32,48,76,68,64,-16,-14,72,66,58,40,56,34,16,54,62,48,74,-16,60,62,24,80,66,24,50,64,72,84
HD,64,66,76,96,70,50,42,60,82,62,74,40,78,82,56,10,6,42,54,34,42,46,56,72,68,50,68,70,66,40,88,-14,80,82,44,100,26,76,88,72,50,64,96,50,70,90,84,46,18,52,38,76,66,0,72,84,50,68,48,74,62,70,48,42,80,18,108,20,42,72,24,86,78,78,72,68,88,46,-38,100,38,86,76,58,90,58,54,74,20,76,56,48,60,48,20,46,70,6,34,74,-6,50,18,76,26,38,28,82,44,22,74,34,64,74,74,44,70,66,72,38,36,8,82,30,86,94,76,60,46,52,76,64,70,64,68,80,92,22,40,20,26,6,72,50,60,0,18,78,66,12,108,16,60,86,92,40,50,52,16,40,76,102,12,14,54,6,98,48,6,84,32,78,64,104,72,96,36,78,58,50,58,70,96,70,48,52,68,54,32,86,78,42,74,40,80,86,88,86,86,106,84,70,74,82,84,66,92,28,88,66,0,38,52,52,88,70,82,22,92,48,86,80,38,8,78,82,6,46,80,42,70,70,66,74,16,80,90,82,72,66,80,68,42,68,72,74,96,52,74,66,58,54,42,56,62,76,50,52,82,62,48,82,48,26,78,46,36,68,82,50,54,66,88,70,60,14,52,88,36,36,86,-2,138,102,58,90,18,70,72,68,46,100,94,56,86,66,90,56,52,92,78,62,22,32,48,66,120,32,40,64,60,50,32,94,78,96,56,58,72,84,88,56,42,66,32,6,8,68,12,86,52,32,40,44,38,76,80,54,84,92,48,70,70,78,10,88,78,76,64,80,44,40,58,76,78,22,16,56,56,92,56,50,76,66,82,96,54,26,54,72,0,86,8,68,72,-6,48,70,88,56,70,62,62,70,14,86,16,68,98,82,72,50,100,42,54,88,32,98,38,60,40,50,98,70,18,64,56,86,78,6,62,88,28,32,54,78,42,92,92,56,68,50,68,62,74,92,78,40,68,88,106,74,62,76,96,44,68,60,32,66,88,106,90,92,94,54,72,50,46,54,62,100,106,74,82,54,108,78,44,72,46,82,34,8,38,76,86,86,88,0,6,58,82,78,42,48,74,34,80,76,88,90,-2,54,56,18,90,86,40,62,70,66,48
HES,34,36,34,60,40,14,20,12,42,30,38,50,42,14,32,-6,-6,2,34,48,-6,10,6,22,16,8,34,14,14,30,52,-54,38,56,34,50,18,52,36,42,12,26,54,104,24,50,62,-8,0,20,-16,56,52,-20,38,30,38,50,60,38,44,20,62,16,60,70,44,22,4,18,26,68,-4,54,10,22,86,-10,-8,20,0,24,30,48,62,-6,54,28,-22,16,32,36,22,14,-26,48,68,-6,12,40,-16,28,12,48,50,30,124,30,28,28,36,26,46,58,26,6,10,36,16,88,104,-4,22,40,44,40,14,16,-14,12,48,6,20,32,10,12,50,8,-30,4,-6,-24,34,124,28,-6,24,36,32,0,30,-4,16,52,68,132,10,-10,-22,-14,50,66,-10,-4,28,-4,40,20,-18,50,114,54,36,16,52,56,-16,2,16,18,16,30,72,52,52,30,-14,84,38,30,76,34,10,20,30,42,52,46,50,28,42,18,52,48,24,92,4,12,12,20,38,0,68,30,44,40,38,2,50,94,46,40,-2,-32,16,12,-28,34,38,16,36,46,-16,28,12,44,54,28,6,6,44,44,42,18,40,42,50,26,80,48,12,24,24,20,30,20,2,28,66,58,-28,50,-20,74,10,-24,-12,24,44,46,-2,30,26,-6,18,36,36,48,32,24,28,-2,42,44,30,30,10,42,18,40,-10,26,18,28,20,34,42,2,-14,58,52,12,-22,14,2,38,46,28,16,50,62,24,118,38,52,50,26,32,28,36,30,36,98,14,22,-26,-6,16,-8,24,18,34,68,40,24,44,58,38,48,60,12,18,40,56,-30,38,94,26,44,-2,72,24,24,26,52,-28,8,30,28,34,8,-8,70,2,26,26,16,32,44,20,-2,40,-16,38,46,-28,64,30,32,134,44,54,42,24,2,-8,44,10,24,42,34,-6,38,34,34,8,4,30,18,4,18,-26,44,52,0,86,-10,54,30,-4,2,44,0,14,20,38,22,24,42,28,10,16,48,18,36,36,14,8,14,30,38,26,12,20,48,28,34,42,22,34,24,46,14,18,20,-24,18,2,18,36,34,40,52,22,54,22,36,94,40,-14,32,34,32,-14,14,30,34,32,44,-26,-18,40,38,40,18,78,22,8,28,18,12,22,-20,50,114,18,44,28,22,26,40,30,36
HFC,26,58,38,46,62,34,46,22,28,32,40,68,16,74,26,-14,-2,28,10,14,8,16,6,64,50,18,34,30,28,24,66,-48,42,52,20,58,-12,46,52,34,46,14,52,74,26,66,74,32,26,34,6,42,34,-38,16,22,26,96,38,50,42,60,64,66,82,62,76,32,20,16,24,76,44,80,16,54,92,-14,-34,52,6,56,26,58,74,0,44,56,-26,66,12,52,4,2,8,74,38,-26,-12,66,-22,40,32,58,20,28,86,8,4,2,42,24,40,56,30,36,40,56,52,72,64,24,62,44,62,58,10,14,4,-4,42,54,56,30,12,46,68,20,2,12,-6,0,48,94,28,18,52,52,18,6,24,34,26,84,82,78,-2,-6,-4,-4,52,70,-10,-20,34,-8,62,40,-4,34,58,54,28,52,54,74,4,80,20,20,66,54,78,30,38,66,38,68,30,44,58,38,20,-8,48,82,74,50,54,48,28,38,24,80,48,72,46,56,36,68,52,68,0,4,56,62,52,26,24,66,44,26,6,-30,8,40,-64,60,60,-6,28,54,14,20,-4,26,60,34,70,44,80,36,68,14,46,44,56,36,72,52,18,28,-16,56,56,38,4,58,40,44,20,50,-12,44,14,-24,30,58,26,54,52,22,60,12,24,10,12,52,10,-8,70,-14,32,74,60,44,2,74,28,22,-10,40,44,0,44,32,26,-2,34,58,62,26,-44,-26,-4,6,60,30,2,68,124,-8,78,62,16,38,0,58,30,70,60,50,60,26,6,-12,-26,36,4,42,50,20,78,26,60,50,46,72,64,78,-6,32,26,38,-8,66,70,24,48,-14,68,6,2,52,68,-6,10,-14,16,66,6,0,80,20,66,58,24,24,76,52,0,30,0,70,64,-58,116,64,78,68,38,36,50,46,-6,20,24,64,48,58,56,-12,60,30,14,8,-34,66,-2,-2,38,14,46,78,-8,86,22,62,18,6,30,20,-18,14,56,72,40,68,72,38,34,-12,34,52,30,68,52,14,10,42,22,24,34,64,44,-8,26,12,32,48,58,82,56,60,60,-6,32,-6,32,54,70,52,98,58,32,26,46,122,8,24,10,46,28,14,-6,42,38,46,76,-22,-4,76,60,24,-14,60,40,-4,74,36,40,60,-24,44,86,4,64,52,20,50,42,72,40
HIG,56,18,46,56,58,34,22,56,94,74,74,42,78,42,52,60,56,40,108,74,64,82,114,58,40,12,34,98,66,46,50,-6,42,70,36,76,28,56,30,78,40,118,30,4,96,62,32,44,54,32,64,44,52,46,84,64,38,42,72,34,60,58,30,40,32,34,72,50,40,78,36,38,52,54,54,38,40,124,28,60,42,46,82,62,48,66,28,50,46,26,44,34,112,78,50,36,68,42,26,42,56,28,14,74,12,58,0,60,6,22,54,60,42,76,74,12,50,46,46,14,24,36,32,32,38,82,54,56,22,64,68,26,26,38,16,30,52,38,48,46,60,40,42,12,42,20,-2,58,82,62,84,26,84,22,44,10,30,58,36,62,58,46,60,48,28,34,34,42,40,54,2,50,50,68,26,40,56,26,84,58,52,42,40,70,46,38,60,30,48,54,66,36,68,64,80,42,48,58,58,78,100,30,68,50,44,2,54,40,38,50,52,30,4,0,66,50,26,42,90,20,56,48,8,26,42,26,68,32,52,86,62,78,50,54,50,78,66,62,40,62,16,36,34,22,32,94,56,44,72,46,58,90,50,16,50,42,46,40,78,30,44,78,54,44,50,48,26,16,48,90,32,100,52,32,64,46,60,52,66,82,54,36,74,70,48,24,14,22,44,80,68,40,52,80,40,32,70,68,62,76,28,44,72,84,44,112,40,68,2,-2,16,78,-8,46,84,82,68,62,64,16,44,26,2,34,78,38,-2,36,36,114,42,88,14,56,22,64,62,54,32,24,28,38,18,26,32,56,36,62,46,48,-14,60,106,62,66,16,50,50,56,76,42,64,40,46,46,64,76,16,56,60,48,66,54,38,72,30,26,48,34,34,46,62,46,42,112,46,34,26,58,52,44,54,50,44,82,82,72,88,22,76,48,38,62,38,44,14,36,54,60,44,60,76,46,66,60,40,30,48,28,80,70,56,40,60,78,44,56,44,46,44,78,66,58,40,88,110,56,62,62,54,66,40,42,50,48,70,50,64,28,66,58,60,50,76,74,44,58,0,48,38,96,74,42,6,56,30,64,40,18,50,48,60,56,118,90,24,42,98,10,50,24,32,44,42,24,36,42,38,52,64,48,66,60
HII,48,62,52,72,54,40,44,38,64,60,58,54,48,58,54,8,12,34,46,42,20,54,50,30,44,22,60,64,64,34,62,-38,60,80,28,86,-16,32,56,46,48,66,64,36,68,62,56,20,24,46,16,64,58,-16,44,60,54,54,42,58,24,56,44,62,66,16,80,20,48,60,0,86,66,66,40,76,84,28,-10,64,0,52,46,82,82,34,44,60,-6,58,44,86,22,20,8,48,58,4,-10,66,-6,50,6,82,32,40,46,58,22,22,44,42,44,72,40,28,62,66,88,48,62,0,66,70,42,68,36,46,16,34,64,30,30,34,6,28,72,52,18,18,20,-4,90,64,66,-8,30,52,44,12,72,14,44,66,80,54,8,16,8,14,96,76,18,22,28,4,50,48,2,42,30,54,48,60,60,64,16,62,64,56,70,82,86,52,50,44,24,68,50,54,124,52,62,50,78,64,84,58,62,70,72,30,32,70,76,74,40,46,64,74,88,44,56,66,0,48,56,14,70,46,72,70,-8,4,60,36,-4,42,88,28,38,68,48,54,32,54,78,48,78,72,68,38,44,34,38,82,82,60,96,46,64,50,18,74,70,48,32,52,66,48,26,74,18,28,72,16,26,40,58,48,54,76,72,30,62,56,58,80,18,90,60,-2,82,66,66,44,8,78,66,58,16,70,52,22,48,44,74,32,42,80,68,38,0,26,36,72,60,46,0,68,60,22,58,72,68,66,50,62,48,44,72,54,52,60,50,0,14,56,-8,64,36,82,36,46,48,74,84,56,66,64,-2,46,34,42,-6,60,68,62,50,60,20,42,32,66,88,0,8,26,26,76,14,38,62,20,78,72,30,12,62,74,10,58,18,42,78,-4,64,60,74,66,70,50,64,62,40,30,44,58,64,74,46,16,82,66,44,54,-2,116,12,26,74,10,74,66,30,70,62,58,28,-12,10,72,6,32,44,84,6,78,76,64,28,34,62,42,68,68,40,10,32,42,56,54,44,56,102,42,62,30,46,26,50,94,60,72,90,16,70,28,40,52,64,64,90,52,48,44,54,50,36,38,20,56,46,-30,16,54,46,56,46,-2,4,38,56,36,22,46,52,28,50,54,66,60,8,46,52,10,90,70,10,38,64,40,26
HLT,94,78,46,96,66,50,50,68,96,54,94,64,44,68,80,14,10,26,70,58,48,44,50,58,90,60,64,62,64,34,84,16,70,90,52,78,10,68,38,74,60,38,58,44,80,110,72,50,18,52,44,74,86,-6,92,54,38,82,62,60,62,76,54,88,100,54,120,54,52,54,42,64,74,108,30,40,68,40,-8,84,34,120,78,78,96,58,36,72,16,84,40,46,18,26,22,56,72,-14,30,100,-2,60,28,94,34,84,48,20,30,18,52,62,64,80,64,6,60,60,52,82,48,34,76,40,54,84,14,50,6,60,68,68,66,52,30,36,94,38,42,2,20,24,62,62,70,26,58,86,82,22,46,0,62,54,92,52,28,34,18,38,68,100,-2,-10,64,20,90,76,10,48,46,76,70,82,64,98,28,70,64,28,88,66,92,50,60,62,30,50,50,82,44,64,78,10,80,94,70,84,80,76,58,44,56,86,64,68,74,58,40,76,70,40,62,50,48,0,72,54,80,60,78,62,28,-2,64,98,-20,36,86,-8,58,104,84,70,6,72,88,62,60,68,76,78,110,50,74,74,106,50,68,62,48,60,44,64,88,60,2,58,92,22,18,92,14,72,52,18,36,62,68,104,46,68,76,40,62,32,62,102,64,20,84,-2,60,82,48,84,16,72,54,62,36,132,88,2,84,40,80,30,58,88,96,60,16,22,32,68,78,56,42,58,60,48,66,82,64,86,16,68,88,84,88,76,72,96,28,12,-2,82,-2,74,60,30,50,40,22,68,76,72,76,92,20,32,78,82,16,76,98,86,84,34,44,42,60,78,80,4,22,50,54,68,42,38,84,42,72,102,58,50,78,80,6,80,14,62,80,-6,66,56,64,62,68,68,74,92,48,46,32,58,92,58,48,34,76,10,84,40,28,74,44,52,42,52,64,68,18,62,56,80,66,10,64,44,28,60,70,60,46,106,78,76,64,44,64,60,52,116,64,46,36,80,60,70,72,56,96,24,38,44,46,86,104,80,62,64,62,20,68,36,46,64,72,84,88,86,64,66,74,76,34,58,42,98,28,-2,38,70,66,42,76,4,2,72,78,56,40,76,32,34,80,52,64,74,4,54,78,34,78,76,36,60,68,66,68
HOG,58,90,68,46,48,28,26,34,50,30,76,50,36,82,32,-12,-26,20,36,48,14,30,30,24,106,24,70,54,60,36,54,-40,46,78,18,102,-28,72,56,32,30,38,82,90,40,82,106,16,0,2,-2,76,82,-66,68,72,58,96,26,64,62,96,54,70,62,56,114,-8,40,22,22,120,50,104,14,36,126,6,-40,78,-24,82,34,50,102,14,60,82,10,58,8,32,20,14,20,96,54,4,-8,108,-58,32,24,90,40,30,50,36,38,22,30,10,98,78,54,18,46,48,36,80,52,6,102,86,74,110,24,26,-8,40,46,62,66,56,12,52,120,36,4,8,-8,-14,66,72,48,-38,16,68,58,0,46,0,28,112,108,72,-10,-18,-20,-14,92,122,-30,-40,22,-20,120,56,-22,62,40,76,48,70,90,116,-16,96,10,10,88,64,110,30,82,58,28,66,12,98,54,54,66,-18,86,94,94,52,52,96,26,70,56,94,94,90,74,64,90,62,82,38,52,26,56,72,0,20,86,54,92,82,22,-4,58,84,-36,30,90,-10,16,86,74,46,-18,36,96,24,60,92,94,36,68,34,52,66,108,72,82,58,56,22,50,74,84,66,4,68,52,58,0,54,-4,40,64,4,30,50,74,84,62,26,124,30,54,-12,60,102,24,16,124,-40,66,60,54,96,-8,114,40,28,-16,94,96,-4,74,10,48,-16,28,116,66,72,-14,-12,22,50,110,40,28,84,50,12,66,106,34,50,20,90,64,74,80,38,76,62,38,-42,-14,42,-12,62,50,40,62,-2,30,80,76,64,86,68,-6,58,80,90,-20,68,78,90,62,44,70,-10,14,90,100,-26,18,26,58,116,10,38,126,36,64,76,0,22,96,90,-18,100,22,68,102,-66,56,68,78,80,40,54,50,70,24,18,38,76,100,88,86,-4,116,50,52,52,6,84,-22,8,84,46,78,100,-4,80,46,116,10,-28,22,20,0,24,86,64,36,90,66,66,20,36,46,92,40,92,84,2,52,64,62,40,52,104,74,12,32,16,-20,42,70,92,92,92,88,-12,66,40,36,88,72,92,130,80,38,44,88,60,30,42,18,50,26,-28,16,74,66,70,100,-42,-30,88,64,24,14,66,24,10,72,46,54,96,-36,58,88,6,74,98,28,32,48,78,26
HOLX,76,18,-18,36,42,40,66,96,74,42,60,46,46,24,26,36,20,2,64,2,62,44,46,44,12,38,0,18,44,54,22,-26,28,44,68,42,10,48,20,58,-2,70,28,36,30,36,42,32,40,28,62,54,54,8,36,32,16,48,116,18,96,28,36,70,36,34,62,54,34,36,100,20,46,30,36,22,24,44,10,54,34,32,40,48,36,40,22,44,18,20,44,26,34,28,38,36,30,10,42,40,30,42,24,56,-8,98,26,24,-22,2,52,34,16,30,50,-16,20,46,46,18,10,20,36,10,30,60,16,42,0,96,36,-4,-2,10,32,4,58,-6,50,16,28,8,58,14,32,62,16,68,44,8,58,-28,30,20,26,14,22,56,-2,52,46,48,26,10,78,-10,26,46,24,16,6,48,28,38,10,40,56,38,40,62,52,40,22,30,32,32,28,12,18,42,46,36,48,30,42,20,32,30,30,26,62,2,56,42,12,0,40,34,-2,36,22,2,26,42,14,54,20,0,62,4,20,20,-10,4,36,34,10,38,38,10,80,64,40,66,62,62,26,30,68,-2,42,64,42,-4,88,68,46,10,20,30,36,58,54,18,46,-16,26,36,76,8,34,50,26,34,38,48,-6,-6,44,56,-2,44,32,4,36,38,38,50,54,36,28,32,8,50,22,8,48,20,40,56,52,24,36,32,40,30,72,28,90,30,-2,12,34,26,50,50,44,18,16,16,8,88,26,28,60,66,40,44,48,38,48,72,20,40,40,24,-6,32,24,32,28,34,28,34,30,16,40,48,26,46,16,6,24,38,16,28,20,22,32,-4,12,38,30,34,26,12,0,42,54,42,42,2,42,14,42,78,56,8,54,44,20,70,4,36,30,-6,18,2,58,10,46,34,24,54,24,14,52,46,36,24,14,80,38,34,72,8,50,30,26,54,42,6,66,46,12,20,8,24,34,28,4,66,18,78,36,40,10,52,24,42,96,12,14,20,52,42,42,106,10,48,32,90,44,18,52,18,16,34,46,52,54,36,32,34,28,38,38,8,24,32,28,54,34,74,58,70,28,26,36,4,52,46,56,32,34,22,56,6,22,24,30,48,58,56,36,10,8,40,56,-4,52,12,26,42,24,72,24,54,36,82,74,32,72
HON,98,64,46,104,74,56,66,88,102,64,94,68,88,70,68,8,8,36,78,56,34,68,86,40,82,50,58,70,100,52,92,-8,68,112,70,112,0,98,46,100,62,82,84,60,102,114,82,52,12,44,30,88,92,-6,98,86,60,96,72,80,62,74,50,68,84,60,138,44,54,64,46,94,82,92,50,36,116,66,-4,94,16,110,88,78,108,46,52,94,16,72,64,56,62,46,42,66,82,8,18,106,-18,42,26,102,12,66,30,48,26,20,70,60,76,92,84,14,62,76,64,58,68,12,70,70,78,98,20,66,10,84,78,42,42,92,32,48,112,50,48,38,8,-10,78,60,88,8,10,102,92,26,80,-2,70,90,118,60,30,18,-16,34,92,130,12,-4,36,8,106,60,-16,86,60,102,76,82,92,104,10,98,48,34,80,82,98,68,78,90,44,70,64,106,64,112,66,32,92,86,98,84,80,96,82,36,80,86,84,62,72,56,60,90,92,50,24,90,70,80,86,62,0,68,90,94,44,16,86,76,20,42,84,36,64,102,82,60,36,68,110,70,72,74,92,74,74,46,68,94,124,76,98,80,80,70,54,76,98,60,42,64,116,48,40,110,40,66,68,44,20,50,86,88,30,70,96,38,74,12,104,94,78,54,86,-20,94,74,52,92,10,82,62,82,34,104,84,58,58,54,100,54,52,84,80,76,20,66,44,84,106,38,22,72,56,72,52,118,82,116,48,80,100,68,72,70,62,100,54,8,-16,44,0,108,48,50,64,54,22,80,92,86,86,80,24,36,74,84,28,96,66,106,82,40,52,38,88,90,112,0,26,36,64,100,52,78,108,34,82,94,68,44,96,106,-2,146,14,58,90,-32,44,56,102,76,76,100,64,70,68,44,50,80,104,86,88,54,126,54,116,70,68,114,18,56,66,52,110,90,26,66,60,102,76,-18,68,96,38,56,84,70,52,102,76,94,74,42,52,66,86,110,86,62,44,74,78,76,52,76,112,78,54,40,20,56,80,78,76,88,78,30,72,58,34,86,78,108,110,100,84,84,104,54,22,66,50,86,36,8,26,68,88,86,70,-6,-6,76,64,78,66,40,26,56,72,56,76,82,-4,68,68,20,86,122,54,66,96,84,80
